"short_name","website","asn","peering_policy","ipv4_address","ipv6_address","mac_addresses","site_name","port_ref","port_type_desc","port_speed","service_type","multicast","network","membership_type"
"Associated Networks (UK) Ltd. ANLX","http://www.anlx.net","25061","Open","195.66.225.22","2001:7f8:4::61e5:1","8478.ac3b.c2ca","Telehouse East","edge1-the ge-9/3/2","1000T","1000","Regular","No","London Juniper","full"
"Associated Networks (UK) Ltd. ANLX","http://www.anlx.net","25061","Open","195.66.237.22","2001:7f8:4:1::61e5:2","8478.ac3b.c320","Telehouse North","switch33 25","1000","1000","Regular","No","London Extreme","full"
"Astrix Integrated Systems Ltd","http://www.astrix.co.uk/","201363","No data","195.66.228.8","","fcaa.147e.0334","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 925","ConneXions","1000","ConneXions","No","IXCardiff","full"
"Astutium Ltd","https://www.astutium.com","29527","No data","195.66.236.244","2001:7f8:4:1::7357:2","0025.9010.45b4","Telehouse North","switch34 2","1000T","1000","Regular","No","London Extreme","full"
"Astutium Ltd","https://www.astutium.com","29527","No data","195.66.224.244","2001:7f8:4::7357:1","0025.9010.45aa","Telehouse North","edge1-thn ge-9/2/5","1000T","1000","Regular","No","London Juniper","full"
"At Bristol Limited","","201266","No data","195.66.228.21","2001:7f8:4:4::3:1232:1","288a.1c74.3039","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 52","ConneXions","1000","ConneXions","No","IXCardiff","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.236.27","2001:7f8:4:1::a7e:1","54e0.325c.d7f2","Digital Realty Sovereign House","switch67 2/1","10G","10000","Regular","No","London Extreme","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.236.27","2001:7f8:4:1::a7e:1","54e0.325c.d7f2","Digital Realty Sovereign House","switch67 2/2","10G","10000","Regular","No","London Extreme","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.224.27","2001:7f8:4::a7e:1","54e0.325a.07f2","Telehouse North","edge2-thn xe-2/0/2","10G","10000","Regular","No","London Juniper","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.224.27","2001:7f8:4::a7e:1","54e0.325a.07f2","Telehouse North","edge2-thn xe-2/0/3","10G","10000","Regular","No","London Juniper","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.224.27","2001:7f8:4::a7e:1","54e0.325a.07f2","Telehouse North","edge2-thn xe-3/3/3","10G","10000","Regular","No","London Juniper","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.224.27","2001:7f8:4::a7e:1","54e0.325a.07f2","Telehouse North","edge2-thn xe-4/0/3","10G","10000","Regular","No","London Juniper","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.224.27","2001:7f8:4::a7e:1","54e0.325a.07f2","Telehouse North","edge2-thn xe-4/2/2","10G","10000","Regular","No","London Juniper","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.236.27","2001:7f8:4:1::a7e:1","54e0.325c.d7f2","Digital Realty Sovereign House","switch67 3/42","10G","10000","Regular","No","London Extreme","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.236.27","2001:7f8:4:1::a7e:1","54e0.325c.d7f2","Digital Realty Sovereign House","switch67 3/43","10G","10000","Regular","No","London Extreme","full"
"AT&T Global Network Services (UK) BV - Branch","http://www.att.com/globalnetworking/","2686","Selective","195.66.236.27","2001:7f8:4:1::a7e:1","54e0.325c.d7f2","Digital Realty Sovereign House","switch67 3/44","10G","10000","Regular","No","London Extreme","full"
"aTech Media Ltd","https://atechmedia.com","60899","Selective","195.66.238.223","2001:7f8:4:1::ede3:1","5c5e.ab08.c662","Telehouse North","switch65 VLAN: 602","ConneXions","1000","ConneXions","No","London Extreme","full"
"aTech Media Ltd","https://atechmedia.com","60899","Selective","195.66.226.223","2001:7f8:4::ede3:1","8071.1fc7.6963","Telehouse North","edge4-thn VLAN: 501","ConneXions","1000","ConneXions","No","London Juniper","full"
"Atlas Business Group of Companies Plc","http://www.c2internet.net/","13005","Open","195.66.244.32","2001:7f8:4:2::32cd:1","a023.9fe7.6204","M247 Manchester","edge1-m2i.man1 0/28","1000","1000","Regular","No","IXManchester","full"
"Atlas Business Group of Companies Plc","http://www.c2internet.net/","13005","Open","195.66.236.154","2001:7f8:4:1::32cd:2","70df.2f01.9583","Telecity Harbour exchange 8 - 9","switch27 0/3","1000","1000","Regular","No","London Extreme","full"
"Atlas Business Group of Companies Plc","http://www.c2internet.net/","13005","Open","195.66.224.154","2001:7f8:4::32cd:1","70df.2f01.9583","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/0/5","1000","1000","Regular","No","London Juniper","full"
"Atlas Communications","http://www.atlas-comms.com/","31641","Open","195.66.224.203","","f4b5.2fd7.bcaf","Telehouse North","edge1-thn ge-8/3/8","1000","1000","Regular","No","London Juniper","full"
"Automattic","http://www.automattic.com/","2635","Open","195.66.226.127","2001:7f8:4::a4b:1","cce1.7ff4.e57a","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-2/3/2","10G","10000","Regular","No","London Juniper","full"
"Automattic","http://www.automattic.com/","2635","Open","195.66.226.127","2001:7f8:4::a4b:1","cce1.7ff4.e57a","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-4/1/3","10G","10000","Regular","No","London Juniper","full"
"Avanti Communications","http://www.avantiplc.com","39356","Open","195.66.237.143","","0023.9cfb.cf1f","Telehouse East","switch35 5","1000","1000","Regular","No","London Extreme","full"
"Avanti Communications","http://www.avantiplc.com","39356","Open","195.66.225.143","","0023.9cfb.cdd5","Telehouse East","edge2-the ge-7/0/5","1000","1000","Regular","No","London Juniper","full"
"Avelacom Limited","http://www.avelacom.ru","31059","Open","195.66.226.66","2001:7f8:4::7953:1","001d.7170.dac0","Interxion LON2","edge1-in2 ge-4/0/5","1000","1000","Regular","No","London Juniper","full"
"Avensys Networks Ltd.","http://www.avensys.net/","8553","Open","195.66.224.126","","0a81.f48b.b5ff","Telehouse North","edge1-thn ge-7/1/5","1000","1000","Regular","No","London Juniper","full"
"Avensys Networks Ltd.","http://www.avensys.net/","8553","Open","195.66.224.126","","0a81.f48b.b5ff","Telehouse North","edge1-thn ge-7/1/6","1000","1000","Regular","No","London Juniper","full"
"Avensys Networks Ltd.","http://www.avensys.net/","8553","Open","195.66.236.126","","a8d0.e55c.8278","Telehouse East","switch36 3","1000T","1000","Regular","No","London Extreme","full"
"Avensys Networks Ltd.","http://www.avensys.net/","8553","Open","195.66.244.15","","a8d0.e55c.877c","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/15","1000","1000","Regular","No","IXManchester","full"
"AXA Insurance UK plc","http://www.axa.co.uk/home.aspx","34746","Open","195.66.224.222","","a03d.6fcb.a707","Telehouse West","edge1-thw ge-8/1/2","1000","1000","Regular","No","London Juniper","full"
"AXA Insurance UK plc","http://www.axa.co.uk/home.aspx","34746","Open","195.66.236.222","","a03d.6fcb.a607","Telehouse West","switch48 14","1000","1000","Regular","No","London Extreme","full"
"Axians Networks Limited","http://www.imtechict.co.uk","57228","Open","195.66.224.196","2001:7f8:4::df8c:1","a8d0.e55b.7878","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/0/8","1000","1000","Regular","No","London Juniper","full"
"Bahnhof","http://www.bahnhof.se","8473","Selective","195.66.225.134","2001:7f8:4::2119:1","00c1.6401.0305","Telehouse North","edge4-thn xe-4/3/1","10G","10000","Regular","No","London Juniper","full"
"Bandwidth Technologies Ltd","http://www.bandwidth.co.uk","25369","Open","195.66.225.123","2001:7f8:4::6319:1","288a.1c61.f7c4","Telehouse North","edge4-thn xe-9/2/2","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Bandwidth Technologies Ltd","http://www.bandwidth.co.uk","25369","Open","195.66.225.123","2001:7f8:4::6319:1","288a.1c61.f7c4","Telehouse North","edge4-thn xe-4/1/0","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Bandwidth Technologies Ltd","http://www.bandwidth.co.uk","25369","Open","195.66.225.123","2001:7f8:4::6319:1","288a.1c61.f7c4","Telehouse North","edge4-thn xe-9/3/3","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Barritec Limited","http://www.barritec.com","59410","Selective","195.66.227.1","2001:7f8:4::e812:1","0007.7d69.c2a2","Telehouse East","edge1-the ge-9/0/7","1000T","1000","Regular","No","London Juniper","full"
"Barritec Limited","http://www.barritec.com","59410","Selective","195.66.239.1","2001:7f8:4:1::e812:1","442b.0322.54a1","Telehouse East","switch35 44","1000","1000","Regular","No","London Extreme","full"
"Bayan Telecommunications","http://www.bayan.com.ph","6648","Open","195.66.226.7","","8843.e1da.de04","Telehouse North","edge1-thn VLAN: 121","ConneXions","300","ConneXions","No","London Juniper","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.246.25","2001:7f8:4:3::b02:1","84b5.9cb4.5acb","Pulsant South Gyle (Edinburgh)","edge1-pue.sco1 53","10G","10000","Regular","No","IXScotland","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.224.103","2001:7f8:4::b02:1","564b.8c8d.d6f3","Telehouse West","edge5-thw et-9/0/5","100G","100000","Regular","No","London Juniper","full"
"BBC","http://www.bbc.co.uk/","31459","Open","195.66.224.197","","000e.d6b0.d6c0","Telehouse North","edge4-thn ge-7/2/1","1000","1000","Regular","No","London Juniper","full"
"BBC","http://www.bbc.co.uk/","31459","Open","195.66.230.45","","000e.d6b0.d6c0","Telehouse North","edge4-thn ge-8/1/0","1000","1000","Regular","Yes","London Juniper","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.238.229","2001:7f8:4:1::b02:2","544b.8c8d.ddc9, 544b.8c8d.d659, 544b.8c8d.d658","Telehouse West","switch47 20","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.236.103","2001:7f8:4:1::b02:1","0031.4668.b1c5","Digital Realty Sovereign House","switch67 2/13","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.238.229","2001:7f8:4:1::b02:2","544b.8c8d.ddc9, 544b.8c8d.d659, 544b.8c8d.d658","Telehouse West","switch47 31","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.238.229","2001:7f8:4:1::b02:2","544b.8c8d.ddc9, 544b.8c8d.d659, 544b.8c8d.d658","Telehouse West","switch47 39","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.236.103","2001:7f8:4:1::b02:1","0031.4668.b1c5","Digital Realty Sovereign House","switch67 3/30","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.244.59","2001:7f8:4:2::b02:1","84b5.9cb4.5aca","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 0/23","10G","10000","Regular","No","IXManchester","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.244.59","2001:7f8:4:2::b02:1","84b5.9cb4.5aca","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 0/24","10G","10000","Regular","No","IXManchester","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.236.103","2001:7f8:4:1::b02:1","0031.4668.b1c5","Digital Realty Sovereign House","switch67 2/5","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.226.229","2001:7f8:4::b02:2","0231.4668.aacc","Digital Realty Sovereign House","edge2-rbs et-9/1/0","100G","100000","Regular","No","London Juniper","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.236.103","2001:7f8:4:1::b02:1","0031.4668.b1c5","Digital Realty Sovereign House","switch67 3/48","10G","10000","Regular","No","London Extreme","full"
"BBC","http://www.bbc.co.uk/","2818","Open","195.66.238.229","2001:7f8:4:1::b02:2","544b.8c8d.ddc9, 544b.8c8d.d659, 544b.8c8d.d658","Telehouse West","switch47 30","10G","10000","Regular","No","London Extreme","full"
"BCS Group","http://www.bcs-ea.com","37273","Open","195.66.225.195","","c84c.75d9.6102","Telehouse East","edge2-the xe-5/0/3","10G","10000","Regular","No","London Juniper","full"
"BCS Group","http://www.bcs-ea.com","37273","Open","195.66.237.195","","5475.d0f1.f631","Telehouse East","switch35 22","1000","1000","Regular","No","London Extreme","full"
"Be Artis","http://www.optimus.pt/Main","2860","Selective","195.66.225.150","2001:7f8:4::b2c:1","70e4.221e.a96b","Telehouse East","edge3-the xe-3/3/1","10G","10000","Regular","No","London Juniper","full"
"Be Artis","http://www.optimus.pt/Main","2860","Selective","195.66.237.150","2001:7f8:4:1::b2c:1","d867.d94f.fc12","Telehouse East","switch66 1/23","10G","10000","Regular","No","London Extreme","full"
"Beaming Ltd","http://www.beaming.biz","48620","Open","195.66.238.220","","001e.f7f6.7d40","Telehouse North","switch31 0/22","1000","1000","Regular","No","London Extreme","full"
"Beaming Ltd","http://www.beaming.biz","48620","Open","195.66.226.220","","001d.7082.a000","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/2/9","1000","1000","Regular","No","London Juniper","full"
"Beeks Financial Cloud","https://www.beeksfinancialcloud.com/","57624","Open","195.66.225.181","2001:7f8:4::e118:1","000f.5343.1581","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-2/1/2","10G","10000","Regular","No","London Juniper","full"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","6774","Selective","195.66.225.97","2001:7f8:4::1a76:2","a0f3.e492.ab71","Digital Realty Sovereign House","edge1-rbs xe-5/2/0","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","6774","Selective","195.66.225.97","2001:7f8:4::1a76:2","a0f3.e492.ab71","Digital Realty Sovereign House","edge1-rbs xe-5/2/1","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","No IP (Reseller Port)","No data","","","","Telehouse North","edge2-thn xe-9/0/1","10G","10000","Reseller","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","6774","Selective","195.66.236.128","2001:7f8:4:1::1a76:1","0027.0dc9.7380","Telehouse North","switch34 51","1000","1000","Regular","No","London Extreme","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","No IP (Reseller Port)","No data","","","","Telehouse North","edge3-thn xe-5/3/3","10G","10000","Reseller","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","6774","Selective","195.66.224.128","2001:7f8:4::1a76:1","a0f3.e493.0b72","Telehouse West","edge1-thw xe-5/0/0","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"Belgacom International Carrier Services","http://www.belgacom-ics.com","6774","Selective","195.66.224.128","2001:7f8:4::1a76:1","a0f3.e493.0b72","Telehouse West","edge1-thw xe-5/0/1","10G","10000","Regular","No","London Juniper","full,<a href="/join/connexions/index.html">ConneXions</a>"
"BELNET","http://www.belnet.be/","2611","Selective","195.66.224.161","2001:7f8:4::a33:1","307c.5e98.a3ad","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/2/3","10G","10000","Regular","No","London Juniper","full"
"Bezeq International Ltd.","http://www.bezeqint.co.il/ ","8551","Selective","195.66.225.44","2001:7f8:4::2167:1","8cb6.4fe7.5c46","Telecity Harbour exchange 8 - 9","edge1-tch xe-7/0/7","10G","10000","Regular","No","London Juniper","full"
"Bezeq International Ltd.","http://www.bezeqint.co.il/ ","8551","Selective","195.66.225.126","2001:7f8:4::2167:2","8cb6.4fe7.1ad8","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/2/4","10G","10000","Regular","No","London Juniper","full"
"Bezeq International Ltd.","http://www.bezeqint.co.il/ ","8551","Selective","195.66.225.126","2001:7f8:4::2167:2","8cb6.4fe7.1ad8","Telecity Harbour exchange 8 - 9","edge4-tch xe-4/0/2","10G","10000","Regular","No","London Juniper","full"
"Bezeq International Ltd.","http://www.bezeqint.co.il/ ","8551","Selective","195.66.225.44","2001:7f8:4::2167:1","8cb6.4fe7.5c46","Telecity Harbour exchange 8 - 9","edge1-tch xe-7/3/1","10G","10000","Regular","No","London Juniper","full"
"Bharti Airtel Ltd","http://www.bharti.com/","9498","Selective","195.66.226.204","2001:7f8:4::251a:2","541e.5630.3fc1","Digital Realty Sovereign House","edge1-rbs xe-8/1/0","10G","10000","Regular","No","London Juniper","full"
"Bharti Airtel Ltd","http://www.bharti.com/","9498","Selective","195.66.226.204","2001:7f8:4::251a:2","541e.5630.3fc1","Digital Realty Sovereign House","edge1-rbs xe-4/0/3","10G","10000","Regular","No","London Juniper","full"
"Bharti Airtel Ltd","http://www.bharti.com/","9498","Selective","195.66.226.204","2001:7f8:4::251a:2","541e.5630.3fc1","Digital Realty Sovereign House","edge1-rbs xe-5/2/3","10G","10000","Regular","No","London Juniper","full"
"Bharti Airtel Ltd","http://www.bharti.com/","9498","Selective","195.66.225.109","2001:7f8:4::251a:1","8071.1f0b.27ec","Telehouse East","edge1-the xe-3/2/3","10G","10000","Regular","No","London Juniper","full"
"Bharti Airtel Ltd","http://www.bharti.com/","9498","Selective","195.66.225.109","2001:7f8:4::251a:1","8071.1f0b.27ec","Telehouse East","edge1-the xe-3/3/3","10G","10000","Regular","No","London Juniper","full"
